"X","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","NHD_LAKE_ID","SITE_ID","State"
"1919542","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.8605201230.200F","Field Msr/Obs","Water","Surface Water","1986-05-20","12:30:00","CDT",,,,"20.0","m",,,,,,"PRJ00293",,,,,,,,,,,"Dissolved oxygen (DO)","Total","8.6","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"DO WINKLER","MNPCA","Dissolved Oxygen, Iodometric Method with Azide Modification",,,"1986-05-20",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919548","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.8605201230.235F","Field Msr/Obs","Water","Surface Water","1986-05-20","12:30:00","CDT",,,,"23.5","m",,,,,,"PRJ00293",,,,,,,,,,,"Dissolved oxygen (DO)","Total","7.9","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"DO WINKLER","MNPCA","Dissolved Oxygen, Iodometric Method with Azide Modification",,,"1986-05-20",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1920677","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-203.8605201300.000F","Field Msr/Obs","Water","Surface Water","1986-05-20","13:00:00","CDT",,,,"0.0","m",,,,,,"PRJ00293",,,,,,,,,,,"Dissolved oxygen (DO)","Total","11.8","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"DO WINKLER","MNPCA","Dissolved Oxygen, Iodometric Method with Azide Modification",,,"1986-05-20",,,,,,"STORET","47722777","MNPCA-15-0057-00-203","MN"
"1919527","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.8605201230.100F","Field Msr/Obs","Water","Surface Water","1986-05-20","12:30:00","CDT",,,,"10.0","m",,,,,,"PRJ00293",,,,,,,,,,,"Dissolved oxygen (DO)","Total","11.7","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"DO WINKLER","MNPCA","Dissolved Oxygen, Iodometric Method with Azide Modification",,,"1986-05-20",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919530","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.8605201230.120F","Field Msr/Obs","Water","Surface Water","1986-05-20","12:30:00","CDT",,,,"12.0","m",,,,,,"PRJ00293",,,,,,,,,,,"Dissolved oxygen (DO)","Total","10.6","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"DO WINKLER","MNPCA","Dissolved Oxygen, Iodometric Method with Azide Modification",,,"1986-05-20",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919533","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.8605201230.140F","Field Msr/Obs","Water","Surface Water","1986-05-20","12:30:00","CDT",,,,"14.0","m",,,,,,"PRJ00293",,,,,,,,,,,"Dissolved oxygen (DO)","Total","9.9","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"DO WINKLER","MNPCA","Dissolved Oxygen, Iodometric Method with Azide Modification",,,"1986-05-20",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919524","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.8605201230.090F","Field Msr/Obs","Water","Surface Water","1986-05-20","12:30:00","CDT",,,,"9.0","m",,,,,,"PRJ00293",,,,,,,,,,,"Dissolved oxygen (DO)","Total","12.7","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"DO WINKLER","MNPCA","Dissolved Oxygen, Iodometric Method with Azide Modification",,,"1986-05-20",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919515","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.8605201230.060F","Field Msr/Obs","Water","Surface Water","1986-05-20","12:30:00","CDT",,,,"6.0","m",,,,,,"PRJ00293",,,,,,,,,,,"Dissolved oxygen (DO)","Total","13","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"DO WINKLER","MNPCA","Dissolved Oxygen, Iodometric Method with Azide Modification",,,"1986-05-20",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919518","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.8605201230.070F","Field Msr/Obs","Water","Surface Water","1986-05-20","12:30:00","CDT",,,,"7.0","m",,,,,,"PRJ00293",,,,,,,,,,,"Dissolved oxygen (DO)","Total","13.3","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"DO WINKLER","MNPCA","Dissolved Oxygen, Iodometric Method with Azide Modification",,,"1986-05-20",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919521","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.8605201230.080F","Field Msr/Obs","Water","Surface Water","1986-05-20","12:30:00","CDT",,,,"8.0","m",,,,,,"PRJ00293",,,,,,,,,,,"Dissolved oxygen (DO)","Total","13","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"DO WINKLER","MNPCA","Dissolved Oxygen, Iodometric Method with Azide Modification",,,"1986-05-20",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1920685","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-203.8605201300.010F","Field Msr/Obs","Water","Surface Water","1986-05-20","13:00:00","CDT",,,,"1.0","m",,,,,,"PRJ00293",,,,,,,,,,,"Dissolved oxygen (DO)","Total","11.8","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"DO WINKLER","MNPCA","Dissolved Oxygen, Iodometric Method with Azide Modification",,,"1986-05-20",,,,,,"STORET","47722777","MNPCA-15-0057-00-203","MN"
"1920688","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-203.8605201300.020F","Field Msr/Obs","Water","Surface Water","1986-05-20","13:00:00","CDT",,,,"2.0","m",,,,,,"PRJ00293",,,,,,,,,,,"Dissolved oxygen (DO)","Total","11.8","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"DO WINKLER","MNPCA","Dissolved Oxygen, Iodometric Method with Azide Modification",,,"1986-05-20",,,,,,"STORET","47722777","MNPCA-15-0057-00-203","MN"
"1920691","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-203.8605201300.030F","Field Msr/Obs","Water","Surface Water","1986-05-20","13:00:00","CDT",,,,"3.0","m",,,,,,"PRJ00293",,,,,,,,,,,"Dissolved oxygen (DO)","Total","11.8","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"DO WINKLER","MNPCA","Dissolved Oxygen, Iodometric Method with Azide Modification",,,"1986-05-20",,,,,,"STORET","47722777","MNPCA-15-0057-00-203","MN"
"1920694","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-203.8605201300.040F","Field Msr/Obs","Water","Surface Water","1986-05-20","13:00:00","CDT",,,,"4.0","m",,,,,,"PRJ00293",,,,,,,,,,,"Dissolved oxygen (DO)","Total","11.8","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"DO WINKLER","MNPCA","Dissolved Oxygen, Iodometric Method with Azide Modification",,,"1986-05-20",,,,,,"STORET","47722777","MNPCA-15-0057-00-203","MN"
"1920697","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-203.8605201300.050F","Field Msr/Obs","Water","Surface Water","1986-05-20","13:00:00","CDT",,,,"5.0","m",,,,,,"PRJ00293",,,,,,,,,,,"Dissolved oxygen (DO)","Total","11.8","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"DO WINKLER","MNPCA","Dissolved Oxygen, Iodometric Method with Azide Modification",,,"1986-05-20",,,,,,"STORET","47722777","MNPCA-15-0057-00-203","MN"
"1920718","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-203.8605201300.140F","Field Msr/Obs","Water","Surface Water","1986-05-20","13:00:00","CDT",,,,"14.0","m",,,,,,"PRJ00293",,,,,,,,,,,"Dissolved oxygen (DO)","Total","9.9","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"DO WINKLER","MNPCA","Dissolved Oxygen, Iodometric Method with Azide Modification",,,"1986-05-20",,,,,,"STORET","47722777","MNPCA-15-0057-00-203","MN"
"1920721","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-203.8605201300.160F","Field Msr/Obs","Water","Surface Water","1986-05-20","13:00:00","CDT",,,,"16.0","m",,,,,,"PRJ00293",,,,,,,,,,,"Dissolved oxygen (DO)","Total","9.2","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"DO WINKLER","MNPCA","Dissolved Oxygen, Iodometric Method with Azide Modification",,,"1986-05-20",,,,,,"STORET","47722777","MNPCA-15-0057-00-203","MN"
"1920724","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-203.8605201300.180F","Field Msr/Obs","Water","Surface Water","1986-05-20","13:00:00","CDT",,,,"18.0","m",,,,,,"PRJ00293",,,,,,,,,,,"Dissolved oxygen (DO)","Total","8.5","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"DO WINKLER","MNPCA","Dissolved Oxygen, Iodometric Method with Azide Modification",,,"1986-05-20",,,,,,"STORET","47722777","MNPCA-15-0057-00-203","MN"
"1920715","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-203.8605201300.120F","Field Msr/Obs","Water","Surface Water","1986-05-20","13:00:00","CDT",,,,"12.0","m",,,,,,"PRJ00293",,,,,,,,,,,"Dissolved oxygen (DO)","Total","12.2","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"DO WINKLER","MNPCA","Dissolved Oxygen, Iodometric Method with Azide Modification",,,"1986-05-20",,,,,,"STORET","47722777","MNPCA-15-0057-00-203","MN"
"1919483","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.8605201230.000F","Field Msr/Obs","Water","Surface Water","1986-05-20","12:30:00","CDT",,,,"0.0","m",,,,,,"PRJ00293",,,,,,,,,,,"Dissolved oxygen (DO)","Total","11.6","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"DO WINKLER","MNPCA","Dissolved Oxygen, Iodometric Method with Azide Modification",,,"1986-05-20",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1920700","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-203.8605201300.060F","Field Msr/Obs","Water","Surface Water","1986-05-20","13:00:00","CDT",,,,"6.0","m",,,,,,"PRJ00293",,,,,,,,,,,"Dissolved oxygen (DO)","Total","11.9","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"DO WINKLER","MNPCA","Dissolved Oxygen, Iodometric Method with Azide Modification",,,"1986-05-20",,,,,,"STORET","47722777","MNPCA-15-0057-00-203","MN"
"1920703","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-203.8605201300.070F","Field Msr/Obs","Water","Surface Water","1986-05-20","13:00:00","CDT",,,,"7.0","m",,,,,,"PRJ00293",,,,,,,,,,,"Dissolved oxygen (DO)","Total","11.9","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"DO WINKLER","MNPCA","Dissolved Oxygen, Iodometric Method with Azide Modification",,,"1986-05-20",,,,,,"STORET","47722777","MNPCA-15-0057-00-203","MN"
"1920706","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-203.8605201300.080F","Field Msr/Obs","Water","Surface Water","1986-05-20","13:00:00","CDT",,,,"8.0","m",,,,,,"PRJ00293",,,,,,,,,,,"Dissolved oxygen (DO)","Total","12.1","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"DO WINKLER","MNPCA","Dissolved Oxygen, Iodometric Method with Azide Modification",,,"1986-05-20",,,,,,"STORET","47722777","MNPCA-15-0057-00-203","MN"
"1920711","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-203.8605201300.090F","Field Msr/Obs","Water","Surface Water","1986-05-20","13:00:00","CDT",,,,"9.0","m",,,,,,"PRJ00293",,,,,,,,,,,"Dissolved oxygen (DO)","Total","12.6","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"DO WINKLER","MNPCA","Dissolved Oxygen, Iodometric Method with Azide Modification",,,"1986-05-20",,,,,,"STORET","47722777","MNPCA-15-0057-00-203","MN"
"1920714","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-203.8605201300.100F","Field Msr/Obs","Water","Surface Water","1986-05-20","13:00:00","CDT",,,,"10.0","m",,,,,,"PRJ00293",,,,,,,,,,,"Dissolved oxygen (DO)","Total","13.2","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"DO WINKLER","MNPCA","Dissolved Oxygen, Iodometric Method with Azide Modification",,,"1986-05-20",,,,,,"STORET","47722777","MNPCA-15-0057-00-203","MN"
"1919604","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.0905270930.021F","Field Msr/Obs","Water","Surface Water","2009-05-27","09:30:00","CDT",,,,"2.134","m",,,,,,"PRJ07780",,,,,,,,,,,"Dissolved oxygen (DO)","Total","10.45","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"FLD","MNPCA","Field measurement/observation, generic method",,,"2009-05-27",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919608","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.0905270936.040F","Field Msr/Obs","Water","Surface Water","2009-05-27","09:36:00","CDT",,,,"3.9619999999999997","m",,,,,,"PRJ07780",,,,,,,,,,,"Dissolved oxygen (DO)","Total","10.45","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"FLD","MNPCA","Field measurement/observation, generic method",,,"2009-05-27",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919612","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.0905270941.058F","Field Msr/Obs","Water","Surface Water","2009-05-27","09:41:00","CDT",,,,"5.791","m",,,,,,"PRJ07780",,,,,,,,,,,"Dissolved oxygen (DO)","Total","10.51","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"FLD","MNPCA","Field measurement/observation, generic method",,,"2009-05-27",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919616","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.0905270946.076F","Field Msr/Obs","Water","Surface Water","2009-05-27","09:46:00","CDT",,,,"7.62","m",,,,,,"PRJ07780",,,,,,,,,,,"Dissolved oxygen (DO)","Total","10.82","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"FLD","MNPCA","Field measurement/observation, generic method",,,"2009-05-27",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919599","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.0905270924.003F","Field Msr/Obs","Water","Surface Water","2009-05-27","09:24:00","CDT",,,,"0.305","m",,,,,,"PRJ07780",,,,,,,,,,,"Dissolved oxygen (DO)","Total","10.46","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"FLD","MNPCA","Field measurement/observation, generic method",,,"2009-05-27",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919620","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.0905270951.094F","Field Msr/Obs","Water","Surface Water","2009-05-27","09:51:00","CDT",,,,"9.449","m",,,,,,"PRJ07780",,,,,,,,,,,"Dissolved oxygen (DO)","Total","10.68","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"FLD","MNPCA","Field measurement/observation, generic method",,,"2009-05-27",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919628","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.0905271001.134F","Field Msr/Obs","Water","Surface Water","2009-05-27","10:01:00","CDT",,,,"13.411","m",,,,,,"PRJ07780",,,,,,,,,,,"Dissolved oxygen (DO)","Total","9.77","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"FLD","MNPCA","Field measurement/observation, generic method",,,"2009-05-27",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919624","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.0905270956.113F","Field Msr/Obs","Water","Surface Water","2009-05-27","09:56:00","CDT",,,,"11.277999999999999","m",,,,,,"PRJ07780",,,,,,,,,,,"Dissolved oxygen (DO)","Total","10.21","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"FLD","MNPCA","Field measurement/observation, generic method",,,"2009-05-27",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919663","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.0906241450.076F","Field Msr/Obs","Water","Surface Water","2009-06-24","14:50:00","CDT",,,,"7.641","m",,,,,,"PRJ07780",,,,,,,,,,,"Dissolved oxygen (DO)","Total","11.88","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"FLD","MNPCA","Field measurement/observation, generic method",,,"2009-06-24",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919675","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.0906241457.135F","Field Msr/Obs","Water","Surface Water","2009-06-24","14:57:00","CDT",,,,"13.472000000000001","m",,,,,,"PRJ07780",,,,,,,,,,,"Dissolved oxygen (DO)","Total","8.44","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"FLD","MNPCA","Field measurement/observation, generic method",,,"2009-06-24",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919671","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.0906241455.113F","Field Msr/Obs","Water","Surface Water","2009-06-24","14:55:00","CDT",,,,"11.308","m",,,,,,"PRJ07780",,,,,,,,,,,"Dissolved oxygen (DO)","Total","10.52","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"FLD","MNPCA","Field measurement/observation, generic method",,,"2009-06-24",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919667","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.0906241452.094F","Field Msr/Obs","Water","Surface Water","2009-06-24","14:52:00","CDT",,,,"9.443","m",,,,,,"PRJ07780",,,,,,,,,,,"Dissolved oxygen (DO)","Total","11.07","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"FLD","MNPCA","Field measurement/observation, generic method",,,"2009-06-24",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919655","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.0906241446.040F","Field Msr/Obs","Water","Surface Water","2009-06-24","14:46:00","CDT",,,,"3.968","m",,,,,,"PRJ07780",,,,,,,,,,,"Dissolved oxygen (DO)","Total","12.05","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"FLD","MNPCA","Field measurement/observation, generic method",,,"2009-06-24",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919651","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.0906241443.021F","Field Msr/Obs","Water","Surface Water","2009-06-24","14:43:00","CDT",,,,"2.14","m",,,,,,"PRJ07780",,,,,,,,,,,"Dissolved oxygen (DO)","Total","11.01","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"FLD","MNPCA","Field measurement/observation, generic method",,,"2009-06-24",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919646","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.0906241440.003F","Field Msr/Obs","Water","Surface Water","2009-06-24","14:40:00","CDT",,,,"0.311","m",,,,,,"PRJ07780",,,,,,,,,,,"Dissolved oxygen (DO)","Total","9.95","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"FLD","MNPCA","Field measurement/observation, generic method",,,"2009-06-24",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919659","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.0906241448.058F","Field Msr/Obs","Water","Surface Water","2009-06-24","14:48:00","CDT",,,,"5.8","m",,,,,,"PRJ07780",,,,,,,,,,,"Dissolved oxygen (DO)","Total","12.45","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"FLD","MNPCA","Field measurement/observation, generic method",,,"2009-06-24",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919721","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.0907221245.078F","Field Msr/Obs","Water","Surface Water","2009-07-22","12:45:00","CDT",,,,"7.789","m",,,,,,"PRJ07780",,,,,,,,,,,"Dissolved oxygen (DO)","Total","10.21","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"FLD","MNPCA","Field measurement/observation, generic method",,,"2009-07-22",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919733","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.0907221251.138F","Field Msr/Obs","Water","Surface Water","2009-07-22","12:51:00","UTC",,,,"13.807","m",,,,,,"PRJ07780",,,,,,,,,,,"Dissolved oxygen (DO)","Total","7.13","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"FLD","MNPCA","Field measurement/observation, generic method",,,"2009-07-22",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919725","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.0907221247.095F","Field Msr/Obs","Water","Surface Water","2009-07-22","12:47:00","CDT",,,,"9.495","m",,,,,,"PRJ07780",,,,,,,,,,,"Dissolved oxygen (DO)","Total","11.77","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"FLD","MNPCA","Field measurement/observation, generic method",,,"2009-07-22",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919729","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.0907221249.113F","Field Msr/Obs","Water","Surface Water","2009-07-22","12:49:00","UTC",,,,"11.277999999999999","m",,,,,,"PRJ07780",,,,,,,,,,,"Dissolved oxygen (DO)","Total","10.14","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"FLD","MNPCA","Field measurement/observation, generic method",,,"2009-07-22",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919709","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.0907221237.022F","Field Msr/Obs","Water","Surface Water","2009-07-22","12:37:00","CDT",,,,"2.18","m",,,,,,"PRJ07780",,,,,,,,,,,"Dissolved oxygen (DO)","Total","10.05","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"FLD","MNPCA","Field measurement/observation, generic method",,,"2009-07-22",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919713","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.0907221239.040F","Field Msr/Obs","Water","Surface Water","2009-07-22","12:39:00","CDT",,,,"4.044","m",,,,,,"PRJ07780",,,,,,,,,,,"Dissolved oxygen (DO)","Total","10.07","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"FLD","MNPCA","Field measurement/observation, generic method",,,"2009-07-22",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919717","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.0907221242.059F","Field Msr/Obs","Water","Surface Water","2009-07-22","12:42:00","CDT",,,,"5.859","m",,,,,,"PRJ07780",,,,,,,,,,,"Dissolved oxygen (DO)","Total","10.21","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"FLD","MNPCA","Field measurement/observation, generic method",,,"2009-07-22",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919702","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.0907221235.004F","Field Msr/Obs","Water","Surface Water","2009-07-22","12:35:00","CDT",,,,"0.36200000000000004","m",,,,,,"PRJ07780",,,,,,,,,,,"Dissolved oxygen (DO)","Total","9.98","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"FLD","MNPCA","Field measurement/observation, generic method",,,"2009-07-22",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919752","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.0908181028.022F","Field Msr/Obs","Water","Surface Water","2009-08-18","10:28:00","CDT",,,,"2.181","m",,,,,,"PRJ07780",,,,,,,,,,,"Dissolved oxygen (DO)","Total","9.96","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"FLD","MNPCA","Field measurement/observation, generic method",,,"2009-08-18",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
"1919776","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-15-0057-00-101.0908181046.135F","Field Msr/Obs","Water","Surface Water","2009-08-18","10:46:00","CDT",,,,"13.515","m",,,,,,"PRJ07780",,,,,,,,,,,"Dissolved oxygen (DO)","Total","3.90","mg/l",,"Final",,"Actual",,,,,,,,,,,,,"FLD","MNPCA","Field measurement/observation, generic method",,,"2009-08-18",,,,,,"STORET","47722777","MNPCA-15-0057-00-101","MN"
