"ActivityStartDate","ActivityDepthHeightMeasure.MeasureValue","CharacteristicName","ResultMeasureValue"
"2009-06-29",5.93,"Temperature, water","8.76"
"2009-06-29",6.92,"Dissolved oxygen saturation","3.4"
"2009-06-29",6.92,"Dissolved oxygen (DO)","0.39"
"2009-06-29",6.92,"Specific conductance","32"
"2009-06-29",6.92,"pH","6.58"
"2009-06-29",6.92,"Temperature, water","7.5"
"2007-09-10",NA,"Depth, Secchi disk depth","3.5"
"2006-06-12",0.03,"Dissolved oxygen saturation","96.8"
"2006-06-12",0.03,"Dissolved oxygen (DO)","8.56"
"2006-06-12",0.03,"Specific conductance","27"
"2006-06-12",0.03,"pH","7"
"2006-06-12",0.03,"Temperature, water","21.54"
"2006-06-12",1,"Dissolved oxygen saturation","96.8"
"2006-06-12",1,"Dissolved oxygen (DO)","8.61"
"2006-06-12",1,"Specific conductance","27"
"2006-06-12",1,"pH","7"
"2006-06-12",1,"Temperature, water","21.13"
"2006-06-12",2,"Dissolved oxygen saturation","95.6"
"2006-06-12",2,"Dissolved oxygen (DO)","8.6"
"2006-06-12",2,"Specific conductance","27"
"2006-06-12",2,"pH","6.97"
"2006-06-12",2,"Temperature, water","20.53"
"2006-06-12",3,"Dissolved oxygen saturation","67.3"
"2006-06-12",3,"Dissolved oxygen (DO)","6.74"
"2006-06-12",3,"Specific conductance","27"
"2006-06-12",3,"pH","6.46"
"2006-06-12",3,"Temperature, water","15.2"
"2006-06-12",3.3,"Dissolved oxygen saturation","55.6"
"2006-06-12",3.3,"Dissolved oxygen (DO)","5.67"
"2006-06-12",3.3,"Specific conductance","27"
"2006-06-12",3.3,"pH","6.15"
"2006-06-12",3.3,"Temperature, water","14.56"
"2006-07-28",0.021,"Dissolved oxygen saturation","91.4"
"2006-07-28",0.021,"Dissolved oxygen (DO)","7.43"
"2006-07-28",0.021,"Specific conductance","32"
"2006-07-28",0.021,"pH","7.12"
"2006-07-28",0.021,"Temperature, water","25.86"
"2006-07-28",1.007,"Dissolved oxygen saturation","94.5"
"2006-07-28",1.007,"Dissolved oxygen (DO)","7.75"
"2006-07-28",1.007,"Specific conductance","32"
"2006-07-28",1.007,"pH","7.05"
"2006-07-28",1.007,"Temperature, water","25.41"
"2006-07-28",2.004,"Dissolved oxygen saturation","93.6"
"2006-07-28",2.004,"Dissolved oxygen (DO)","7.71"
"2006-07-28",2.004,"Specific conductance","32"
"2006-07-28",3.752,"Dissolved oxygen saturation","4.5"
"2006-07-28",2.004,"pH","7.09"
"2006-07-28",2.004,"Temperature, water","25.17"
"2006-07-28",3.004,"Dissolved oxygen saturation","53.7"
"2006-07-28",3.004,"Dissolved oxygen (DO)","4.58"
"2006-07-28",3.004,"Specific conductance","34"
"2006-07-28",3.004,"pH","6.66"
"2006-07-28",3.004,"Temperature, water","23.27"
"2006-07-28",3.752,"Dissolved oxygen (DO)","0.41"
"2006-07-28",3.752,"Specific conductance","77"
"2006-07-28",3.752,"pH","6.63"
"2006-07-28",3.752,"Temperature, water","19.77"
"2006-07-28",3,"Phosphorus",""
"2006-09-27",0.06,"Dissolved oxygen saturation","85"
"2006-09-27",0.06,"Dissolved oxygen (DO)","9.36"
"2006-09-27",0.06,"Specific conductance","27"
"2006-09-27",0.06,"pH","6.8"
"2006-09-27",0.06,"Temperature, water","13.36"
"2006-09-27",1.02,"Dissolved oxygen saturation","85"
"2006-09-27",1.02,"Dissolved oxygen (DO)","9.21"
"2006-09-27",1.02,"Specific conductance","27"
"2006-09-27",1.02,"pH","6.81"
"2006-09-27",1.02,"Temperature, water","13.3"
"2006-09-27",2.04,"Dissolved oxygen saturation","85"
"2006-09-27",2.04,"Dissolved oxygen (DO)","9.2"
"2006-09-27",2.04,"Specific conductance","27"
"2006-09-27",2.04,"pH","6.79"
"2006-09-27",2.04,"Temperature, water","13.27"
"2006-09-27",3.03,"Dissolved oxygen saturation","85"
"2006-09-27",3.03,"Dissolved oxygen (DO)","9.19"
"2006-09-27",3.03,"Specific conductance","27"
"2006-09-27",3.03,"pH","6.77"
"2006-09-27",3.03,"Temperature, water","13.26"
"2007-05-31",0,"Dissolved oxygen saturation","103.61"
"2007-05-31",0,"Dissolved oxygen (DO)","9.14"
"2007-05-31",0,"Specific conductance","40"
"2007-05-31",0,"pH","7.03"
"2007-05-31",0,"Temperature, water","19.23"
"2007-05-31",0.01,"Dissolved oxygen saturation","104.04"
"2007-05-31",0.01,"Dissolved oxygen (DO)","9.19"
"2007-05-31",0.01,"Specific conductance","43"
"2007-05-31",0.01,"pH","7.33"
"2007-05-31",0.01,"Temperature, water","19.15"
"2007-05-31",1.02,"Dissolved oxygen saturation","103.99"
"2007-05-31",1.02,"Dissolved oxygen (DO)","9.23"
"2007-05-31",1.02,"Specific conductance","43"
"2007-05-31",1.02,"pH","7.23"
"2007-05-31",1.02,"Temperature, water","18.92"
"2007-05-31",1.98,"Dissolved oxygen saturation","101.65"
"2007-05-31",1.98,"Dissolved oxygen (DO)","9.47"
"2007-05-31",1.98,"Specific conductance","44"
"2007-05-31",1.98,"pH","7.11"
"2007-05-31",1.98,"Temperature, water","16.59"
"2007-05-31",2.99,"Dissolved oxygen saturation","98.29"
"2007-05-31",2.99,"Dissolved oxygen (DO)","9.27"
"2007-05-31",2.99,"Specific conductance","43"
"2007-05-31",2.99,"pH","6.98"
"2007-05-31",2.99,"Temperature, water","15.97"
"2007-05-31",3.77,"Dissolved oxygen saturation","90"
"2007-05-31",3.77,"Dissolved oxygen (DO)","8.54"
"2007-05-31",3.77,"Specific conductance","44"
"2007-05-31",3.77,"pH","6.75"
"2007-05-31",3.77,"Temperature, water","15.7"
"2007-07-23",0,"Dissolved oxygen saturation","104.22"
"2007-07-23",0,"Dissolved oxygen (DO)","8.02"
"2007-07-23",0,"Specific conductance","29"
"2007-07-23",0,"pH","7.25"
"2007-07-23",0,"Temperature, water","26.85"
"2007-07-23",0.02,"Dissolved oxygen saturation","104.34"
"2007-07-23",0.02,"Dissolved oxygen (DO)","8.07"
"2007-07-23",0.02,"Specific conductance","29"
"2007-07-23",0.02,"pH","7.29"
"2007-07-23",0.02,"Temperature, water","26.54"
"2007-07-23",1.01,"Dissolved oxygen saturation","103.67"
"2007-07-23",1.01,"Dissolved oxygen (DO)","8.38"
"2007-07-23",1.01,"Specific conductance","29"
"2007-07-23",1.01,"pH","7.31"
"2007-07-23",1.01,"Temperature, water","24.14"
"2007-07-23",2.04,"Dissolved oxygen saturation","100.91"
"2007-07-23",2.04,"Dissolved oxygen (DO)","8.32"
"2007-07-23",2.04,"Specific conductance","28"
"2007-07-23",2.04,"pH","7.24"
"2007-07-23",2.04,"Temperature, water","23.11"
"2007-07-23",2.99,"Dissolved oxygen saturation","68.56"
"2007-07-23",2.99,"Dissolved oxygen (DO)","5.8"
"2007-07-23",2.99,"Specific conductance","29"
"2007-07-23",2.99,"pH","6.53"
"2007-07-23",2.99,"Temperature, water","21.75"
"2007-07-23",3,"Phosphorus","13"
"2007-09-10",0.054,"Dissolved oxygen saturation","84.3"
"2007-09-10",0.054,"Dissolved oxygen (DO)","8"
"2007-09-10",0.054,"Specific conductance","28"
"2007-09-10",0.054,"pH","6.43"
"2007-09-10",0.054,"Temperature, water","17.87"
"2007-09-10",1.017,"Dissolved oxygen saturation","84.4"
"2007-09-10",1.017,"Dissolved oxygen (DO)","8.01"
"2007-09-10",1.017,"Specific conductance","28"
"2007-09-10",1.017,"pH","6.44"
"2007-09-10",1.017,"Temperature, water","17.86"
"2007-09-10",1.989,"Dissolved oxygen saturation","84.7"
"2007-09-10",1.989,"Dissolved oxygen (DO)","8.05"
"2007-09-10",1.989,"Specific conductance","28"
"2007-09-10",1.989,"pH","6.53"
"2007-09-10",1.989,"Temperature, water","17.8"
"2007-09-10",3.008,"Dissolved oxygen saturation","84"
"2007-09-10",3.008,"Dissolved oxygen (DO)","8"
"2007-09-10",3.008,"Specific conductance","28"
"2007-09-10",3.008,"pH","6.54"
"2007-09-10",3.008,"Temperature, water","17.68"
"2008-06-10",0.17,"Dissolved oxygen saturation","92.29"
"2008-06-10",0.17,"Dissolved oxygen (DO)","8.54"
"2008-06-10",0.17,"Specific conductance","27"
"2008-06-10",0.17,"pH","6.71"
"2008-06-10",0.17,"Temperature, water","16.97"
"2008-06-10",1.02,"Dissolved oxygen saturation","91.47"
"2008-06-10",1.02,"Dissolved oxygen (DO)","8.48"
"2008-06-10",1.02,"Specific conductance","27"
"2008-06-10",1.02,"pH","6.7"
"2008-06-10",1.02,"Temperature, water","16.83"
"2008-06-10",1,"Dissolved oxygen saturation","91.57"
"2008-06-10",1,"Dissolved oxygen (DO)","8.49"
"2008-06-10",1,"Specific conductance","27"
"2008-06-10",1,"pH","6.69"
"2008-06-10",1,"Temperature, water","16.87"
"2008-06-10",1.89,"Dissolved oxygen saturation","86.85"
"2008-06-10",1.89,"Dissolved oxygen (DO)","8.13"
"2008-06-10",1.89,"Specific conductance","27"
"2008-06-10",1.89,"pH","6.61"
"2008-06-10",1.89,"Temperature, water","16.38"
"2008-06-10",3.04,"Dissolved oxygen saturation","65.88"
"2008-06-10",3.04,"Dissolved oxygen (DO)","6.48"
"2008-06-10",3.04,"Specific conductance","28"
"2008-06-10",3.04,"pH","6.3"
"2008-06-10",3.04,"Temperature, water","14.06"
"2008-06-10",3.71,"Dissolved oxygen saturation","28.04"
"2008-06-10",3.71,"Dissolved oxygen (DO)","2.85"
"2008-06-10",3.71,"Specific conductance","30"
"2008-06-10",3.71,"pH","6.07"
"2008-06-10",3.71,"Temperature, water","12.54"
"2008-07-09",0.03,"Dissolved oxygen saturation","91.53"
"2008-07-09",0.03,"Dissolved oxygen (DO)","7.65"
"2008-07-09",0.03,"Specific conductance","27"
"2008-07-09",0.03,"pH","6.84"
"2008-07-09",0.03,"Temperature, water","21.88"
"2008-07-09",1.04,"Dissolved oxygen saturation","90.26"
"2008-07-09",1.04,"Dissolved oxygen (DO)","7.62"
"2008-07-09",1.04,"Specific conductance","26"
"2008-07-09",1.04,"pH","6.83"
"2008-07-09",1.04,"Temperature, water","21.36"
"2008-07-09",1.03,"Dissolved oxygen saturation","90.35"
"2008-07-09",1.03,"Dissolved oxygen (DO)","7.62"
"2008-07-09",1.03,"Specific conductance","26"
"2008-07-09",1.03,"pH","6.81"
"2008-07-09",1.03,"Temperature, water","21.4"
"2008-07-09",2.01,"Dissolved oxygen saturation","89.66"
"2008-07-09",2.01,"Dissolved oxygen (DO)","7.65"
"2008-07-09",2.01,"Specific conductance","26"
"2008-07-09",2.01,"pH","6.8"
"2008-07-09",2.01,"Temperature, water","20.81"
"2008-07-09",2.98,"Dissolved oxygen saturation","54.49"
"2008-07-09",2.98,"Dissolved oxygen (DO)","4.89"
"2008-07-09",2.98,"Specific conductance","28"
"2008-07-09",2.98,"pH","6.18"
"2008-07-09",2.98,"Temperature, water","18.27"
"2008-07-09",3.51,"Dissolved oxygen saturation","30.5"
"2008-07-09",3.51,"Dissolved oxygen (DO)","2.9"
"2008-07-09",3.51,"Specific conductance","28"
"2008-07-09",3.51,"pH","6"
"2008-07-09",3.51,"Temperature, water","15.41"
"2008-07-09",3.91,"Dissolved oxygen saturation","15.72"
"2008-07-09",3.91,"Dissolved oxygen (DO)","1.51"
"2008-07-09",3.91,"Specific conductance","32"
"2008-07-09",3.91,"pH","6.02"
"2008-07-09",3.91,"Temperature, water","14.79"
"2008-09-05",0.06,"Temperature, water","19.44"
"2008-09-05",1.03,"Specific conductance","28"
"2008-07-09",3,"Phosphorus","14"
"2008-09-05",0.06,"Dissolved oxygen saturation","85.51"
"2008-09-05",0.06,"Dissolved oxygen (DO)","7.53"
"2008-09-05",0.06,"Specific conductance","28"
"2008-09-05",0.06,"pH","6.77"
"2008-09-05",1.03,"Dissolved oxygen saturation","85.7"
"2008-09-05",1.03,"Dissolved oxygen (DO)","7.55"
"2008-09-05",1.03,"pH","6.76"
"2008-09-05",1.03,"Temperature, water","19.43"
"2008-09-05",1.03,"Dissolved oxygen saturation","85.4"
"2008-09-05",1.03,"Dissolved oxygen (DO)","7.52"
"2008-09-05",1.03,"Specific conductance","28"
"2008-09-05",1.03,"pH","6.76"
"2008-09-05",1.03,"Temperature, water","19.45"
"2008-09-05",1.99,"Dissolved oxygen saturation","85.7"
"2008-09-05",1.99,"Dissolved oxygen (DO)","7.55"
"2008-09-05",1.99,"Specific conductance","28"
"2008-09-05",1.99,"pH","6.75"
"2008-09-05",1.99,"Temperature, water","19.42"
"2008-09-05",2.97,"Dissolved oxygen saturation","85"
"2008-09-05",2.97,"Dissolved oxygen (DO)","7.49"
"2008-09-05",2.97,"Specific conductance","28"
"2009-07-28",NA,"Depth, Secchi disk depth","2.8"
"2008-09-05",2.97,"pH","6.74"
"2008-09-05",2.97,"Temperature, water","19.38"
"2008-09-05",3.55,"Dissolved oxygen saturation","84.05"
"2008-09-05",3.55,"Dissolved oxygen (DO)","7.41"
"2008-09-05",3.55,"Specific conductance","28"
"2008-09-05",3.55,"pH","6.71"
"2008-09-05",3.55,"Temperature, water","19.37"
"2009-06-15",0.17,"Dissolved oxygen saturation","105.48"
"2009-06-15",0.17,"Dissolved oxygen (DO)","8.94"
"2009-06-15",0.17,"Specific conductance","24"
"2009-06-15",0.17,"pH","7.24"
"2009-06-15",0.17,"Temperature, water","21.38"
"2009-06-15",0.99,"Dissolved oxygen saturation","97.5"
"2009-06-15",0.99,"Dissolved oxygen (DO)","8.6"
"2009-06-15",0.99,"Specific conductance","24"
"2009-06-15",0.99,"pH","7.16"
"2009-06-15",0.99,"Temperature, water","19.38"
"2009-06-15",1,"Dissolved oxygen saturation","101.63"
"2009-06-15",1,"Dissolved oxygen (DO)","8.96"
"2009-06-15",1,"Specific conductance","24"
"2009-06-15",1,"pH","7.16"
"2009-06-15",1,"Temperature, water","19.36"
"2009-06-15",2.02,"Dissolved oxygen saturation","100.41"
"2009-06-15",2.02,"Dissolved oxygen (DO)","9.44"
"2009-06-15",2.02,"Specific conductance","24"
"2009-06-15",2.02,"pH","7.12"
"2009-06-15",2.02,"Temperature, water","16.28"
"2009-06-15",2.99,"Dissolved oxygen saturation","80.54"
"2009-06-15",2.99,"Dissolved oxygen (DO)","7.92"
"2009-06-15",2.99,"Specific conductance","24"
"2009-06-15",2.99,"pH","6.89"
"2009-06-15",2.99,"Temperature, water","14.15"
"2009-06-15",3.56,"Dissolved oxygen saturation","60.28"
"2009-06-15",3.56,"Dissolved oxygen (DO)","6.04"
"2009-06-15",3.56,"Specific conductance","25"
"2009-06-15",3.56,"pH","6.45"
"2009-06-15",3.56,"Temperature, water","13.29"
"2009-07-28",0.25,"Dissolved oxygen saturation","117.33"
"2009-07-28",0.25,"Dissolved oxygen (DO)","10.09"
"2009-07-28",0.25,"Specific conductance","24"
"2009-07-28",0.25,"pH","7.87"
"2009-07-28",0.25,"Temperature, water","20.42"
"2009-07-28",1.04,"Dissolved oxygen saturation","109.89"
"2009-07-28",1.04,"Dissolved oxygen (DO)","9.45"
"2009-07-28",1.04,"Specific conductance","24"
"2009-07-28",1.04,"pH","7.47"
"2009-07-28",1.04,"Temperature, water","20.43"
"2009-07-28",1.02,"Dissolved oxygen saturation","112.31"
"2009-07-28",1.02,"Dissolved oxygen (DO)","9.66"
"2009-07-28",1.02,"Specific conductance","24"
"2009-07-28",1.02,"pH","7.5"
"2009-07-28",1.02,"Temperature, water","20.42"
"2009-07-28",2,"Dissolved oxygen saturation","105.86"
"2009-07-28",2,"Dissolved oxygen (DO)","9.1"
"2009-07-28",2,"Specific conductance","24"
"2009-07-28",2,"pH","7.35"
"2009-07-28",2,"Temperature, water","20.41"
"2009-07-28",2.97,"Dissolved oxygen saturation","87.48"
"2009-07-28",2.97,"Dissolved oxygen (DO)","7.87"
"2009-07-28",2.97,"Specific conductance","24"
"2009-07-28",2.97,"pH","7.08"
"2009-07-28",2.97,"Temperature, water","18.16"
"2009-07-28",3.5,"Dissolved oxygen saturation","55.15"
"2009-07-28",3.5,"Dissolved oxygen (DO)","5.08"
"2009-07-28",3.5,"Specific conductance","25"
"2009-07-28",3.5,"pH","6.65"
"2009-07-28",3.5,"Temperature, water","17.01"
"2009-09-09",0.22,"Dissolved oxygen saturation","98.69"
"2009-09-09",0.22,"Dissolved oxygen (DO)","8.4"
"2009-09-09",0.22,"Specific conductance","24"
"2009-09-09",0.22,"pH","7.02"
"2009-09-09",0.22,"Temperature, water","21.53"
"2009-09-09",0.99,"Dissolved oxygen saturation","98.14"
"2009-09-09",0.99,"Dissolved oxygen (DO)","8.45"
"2009-09-09",0.99,"Specific conductance","24"
"2009-09-09",0.99,"pH","6.99"
"2009-09-09",0.99,"Temperature, water","20.94"
"2009-09-09",0.98,"Dissolved oxygen saturation","97.94"
"2009-09-09",0.98,"Dissolved oxygen (DO)","8.43"
"2009-09-09",0.98,"Specific conductance","24"
"2009-09-09",0.98,"pH","6.99"
"2009-09-09",0.98,"Temperature, water","20.93"
"2009-09-09",2,"Dissolved oxygen saturation","97.82"
"2009-09-09",2,"Dissolved oxygen (DO)","8.48"
"2009-09-09",2,"Specific conductance","24"
"2009-09-09",2,"pH","6.95"
"2009-09-09",2,"Temperature, water","20.6"
"2009-09-09",2.98,"Dissolved oxygen saturation","80.2"
"2009-09-09",2.98,"Dissolved oxygen (DO)","7.13"
"2009-09-09",2.98,"Specific conductance","25"
"2009-09-09",2.98,"pH","6.71"
"2009-09-09",2.98,"Temperature, water","19.29"
"2009-09-09",3.5,"Dissolved oxygen saturation","50.94"
"2009-09-09",3.5,"Dissolved oxygen (DO)","4.6"
"2009-09-09",3.5,"Specific conductance","25"
"2009-09-09",3.5,"pH","6.54"
"2009-09-09",3.5,"Temperature, water","18.54"
"2010-06-19",0.2,"Dissolved oxygen saturation","97.6"
"2010-06-19",0.2,"Dissolved oxygen (DO)","8.47"
"2010-06-19",0.2,"Specific conductance","23"
"2010-06-19",0.2,"pH","6.81"
"2010-06-19",0.2,"Temperature, water","19.66"
"2010-06-19",0.98,"Dissolved oxygen saturation","98.04"
"2010-06-19",0.98,"Dissolved oxygen (DO)","8.51"
"2010-06-19",0.98,"Specific conductance","23"
"2010-06-19",0.98,"pH","6.77"
"2010-06-19",0.98,"Temperature, water","19.64"
"2010-06-19",0.98,"Dissolved oxygen saturation","97.83"
"2010-06-19",0.98,"Dissolved oxygen (DO)","8.5"
"2010-06-19",0.98,"Specific conductance","23"
"2010-06-19",0.98,"pH","6.78"
"2010-06-19",0.98,"Temperature, water","19.64"
"2010-06-19",2,"Dissolved oxygen saturation","97.64"
"2010-06-19",2,"Dissolved oxygen (DO)","8.6"
"2010-06-19",2,"Specific conductance","23"
"2010-06-19",2,"pH","6.78"
"2010-06-19",2,"Temperature, water","19.6"
"2010-06-19",3.02,"Dissolved oxygen saturation","95.11"
"2010-06-19",3.02,"Dissolved oxygen (DO)","8.6"
"2010-06-19",3.02,"Specific conductance","23"
"2010-06-19",3.02,"pH","6.62"
"2010-06-19",3.02,"Temperature, water","17.67"
"2010-07-26",0.2,"Dissolved oxygen saturation","103.23"
"2010-07-26",0.2,"Dissolved oxygen (DO)","8.19"
"2010-07-26",0.2,"Specific conductance","23"
"2010-07-26",0.2,"pH","7.32"
"2010-07-26",0.2,"Temperature, water","24.82"
"2010-07-26",1,"Dissolved oxygen saturation","101.3"
"2010-07-26",1,"Dissolved oxygen (DO)","8.06"
"2010-07-26",1,"Specific conductance","23"
"2010-07-26",1,"pH","7.18"
"2010-07-26",1,"Temperature, water","24.68"
"2010-07-26",0.98,"Dissolved oxygen saturation","101.27"
"2010-07-26",0.98,"Dissolved oxygen (DO)","8.06"
"2010-07-26",0.98,"Specific conductance","23"
"2010-07-26",0.98,"pH","7.2"
"2010-07-26",0.98,"Temperature, water","24.66"
"2010-07-26",1.98,"Dissolved oxygen saturation","99.23"
"2010-07-26",1.98,"Dissolved oxygen (DO)","7.93"
"2010-07-26",1.98,"Specific conductance","23"
"2010-07-26",1.98,"pH","7.12"
"2010-07-26",1.98,"Temperature, water","24.43"
"2010-07-26",3,"Dissolved oxygen saturation","48.46"
"2010-07-26",3,"Dissolved oxygen (DO)","4.11"
"2010-07-26",3,"Specific conductance","25"
"2010-07-26",3,"pH","6.59"
"2010-07-26",3,"Temperature, water","21.35"
"2010-07-26",3.91,"Dissolved oxygen saturation","7.71"
"2010-07-26",3.91,"Dissolved oxygen (DO)","0.7"
"2010-07-26",3.91,"Specific conductance","71"
"2010-07-26",3.91,"pH","6.55"
"2010-07-26",3.91,"Temperature, water","17.36"
"2010-07-26",3.5,"Phosphorus","12.841"
"2010-08-19",0.23,"Dissolved oxygen saturation","85.7"
"2010-08-19",0.23,"Dissolved oxygen (DO)","7.23"
"2010-08-19",0.23,"Specific conductance","24"
"2010-08-19",0.23,"pH","7.12"
"2010-08-19",0.23,"Temperature, water","21.37"
"2010-08-19",1,"Dissolved oxygen saturation","80.39"
"2010-08-19",1,"Dissolved oxygen (DO)","6.91"
"2010-08-19",1,"Specific conductance","24"
"2010-08-19",1,"pH","6.8"
"2010-08-19",1,"Temperature, water","20.44"
"2010-08-19",1.04,"Dissolved oxygen saturation","79.97"
"2010-08-19",1.04,"Dissolved oxygen (DO)","6.91"
"2010-08-19",1.04,"Specific conductance","24"
"2010-08-19",1.04,"pH","6.81"
"2010-08-19",1.04,"Temperature, water","20.19"
"2010-08-19",1.99,"Dissolved oxygen saturation","77.14"
"2010-08-19",1.99,"Dissolved oxygen (DO)","6.71"
"2010-08-19",1.99,"Specific conductance","24"
"2010-08-19",1.99,"pH","6.71"
"2010-08-19",1.99,"Temperature, water","19.82"
"2010-08-19",2.01,"Dissolved oxygen saturation","77.08"
"2010-08-19",2.01,"Dissolved oxygen (DO)","6.71"
"2010-08-19",2.01,"Specific conductance","24"
"2010-08-19",2.01,"pH","6.71"
"2010-08-19",2.01,"Temperature, water","19.82"
"2010-08-19",3.01,"Dissolved oxygen saturation","71.93"
"2010-08-19",3.01,"Dissolved oxygen (DO)","6.28"
"2010-08-19",3.01,"Specific conductance","24"
"2010-08-19",3.01,"pH","6.63"
"2010-08-19",3.01,"Temperature, water","19.64"
"2011-06-08",0.44,"Dissolved oxygen saturation","99.63"
"2011-06-08",0.44,"Dissolved oxygen (DO)","8.72"
"2011-06-08",0.44,"Specific conductance","23"
"2011-06-08",0.44,"pH","6.85"
"2011-06-08",0.44,"Temperature, water","19.02"
"2011-06-08",1.01,"Dissolved oxygen saturation","98.69"
"2011-06-08",1.01,"Dissolved oxygen (DO)","8.66"
"2011-06-08",1.01,"Specific conductance","23"
"2011-06-08",1.01,"pH","6.88"
"2011-06-08",1.01,"Temperature, water","18.94"
"2011-06-08",0.99,"Dissolved oxygen saturation","99.56"
"2011-06-08",0.99,"Dissolved oxygen (DO)","8.73"
"2011-06-08",0.99,"Specific conductance","23"
"2011-06-08",0.99,"pH","6.89"
"2011-06-08",0.99,"Temperature, water","18.96"
"2011-06-08",2,"Dissolved oxygen saturation","98.79"
"2011-06-08",2,"Dissolved oxygen (DO)","8.77"
"2011-06-08",2,"Specific conductance","23"
"2011-06-08",2,"pH","6.68"
"2011-06-08",2,"Temperature, water","18.35"
"2011-06-08",3.01,"Dissolved oxygen saturation","78.59"
"2011-06-08",3.01,"Dissolved oxygen (DO)","7.56"
"2011-06-08",3.01,"Specific conductance","23"
"2011-06-08",3.01,"pH","6.35"
"2011-06-08",3.01,"Temperature, water","14.52"
"2011-06-08",3.5,"Dissolved oxygen saturation","62.39"
"2011-06-08",3.5,"Dissolved oxygen (DO)","6.12"
"2011-06-08",3.5,"Specific conductance","23"
"2011-06-08",3.5,"pH","6.17"
"2011-06-08",3.5,"Temperature, water","13.67"
"2011-07-18",0.2,"Dissolved oxygen saturation","95.9"
"2011-07-18",0.2,"Dissolved oxygen (DO)","7.21"
"2011-07-18",0.2,"Specific conductance","23"
"2011-07-18",0.2,"pH","7.08"
"2011-07-18",0.2,"Temperature, water","27.88"
"2011-07-18",0.98,"Dissolved oxygen saturation","93.81"
"2011-07-18",0.98,"Dissolved oxygen (DO)","7.35"
"2011-07-18",0.98,"Specific conductance","23"
"2011-07-18",0.98,"pH","6.82"
"2011-07-18",0.98,"Temperature, water","25.58"
"2011-07-18",0.96,"Dissolved oxygen saturation","93.35"
"2011-07-18",0.96,"Dissolved oxygen (DO)","7.31"
"2011-07-18",0.96,"Specific conductance","23"
"2011-07-18",0.96,"pH","6.82"
"2011-07-18",0.96,"Temperature, water","25.63"
"2011-07-18",2,"Dissolved oxygen saturation","91.75"
"2011-07-18",2,"Dissolved oxygen (DO)","7.49"
"2011-07-18",2,"Specific conductance","23"
"2011-07-18",2,"pH","6.76"
"2011-07-18",2,"Temperature, water","23.41"
"2011-07-18",2.99,"Dissolved oxygen saturation","59.16"
"2011-07-18",2.99,"Dissolved oxygen (DO)","5.24"
"2011-07-18",2.99,"Specific conductance","24"
"2011-07-18",2.99,"pH","6.44"
"2011-07-18",2.99,"Temperature, water","19.18"
"2011-07-18",3.98,"Dissolved oxygen saturation","19.37"
"2011-07-18",3.98,"Dissolved oxygen (DO)","1.84"
"2011-07-18",3.98,"Specific conductance","35"
"2011-07-18",3.98,"pH","6.44"
"2011-07-18",3.98,"Temperature, water","15.63"
"2011-08-25",0.135,"Dissolved oxygen saturation","84.3"
"2011-08-25",0.135,"Dissolved oxygen (DO)","7.49"
"2011-08-25",0.135,"Specific conductance","26"
"2011-08-25",0.135,"pH","6.43"
"2011-08-25",0.135,"Temperature, water","21.13"
"2011-08-25",1,"Dissolved oxygen saturation","80.8"
"2011-08-25",1,"Dissolved oxygen (DO)","7.22"
"2011-08-25",1,"Specific conductance","26"
"2011-08-25",1,"pH","6.43"
"2011-08-25",1,"Temperature, water","20.89"
"2011-08-25",0.998,"Dissolved oxygen saturation","81.1"
"2011-08-25",0.998,"Dissolved oxygen (DO)","7.25"
"2011-08-25",0.998,"Specific conductance","26"
"2011-08-25",0.998,"pH","6.45"
"2011-08-25",0.998,"Temperature, water","20.88"
"2011-08-25",1.997,"Dissolved oxygen saturation","81.7"
"2011-08-25",1.997,"Dissolved oxygen (DO)","7.31"
"2011-08-25",1.997,"Specific conductance","28"
"2011-08-25",1.997,"pH","6.49"
"2011-08-25",1.997,"Temperature, water","20.8"
"2011-08-25",3.003,"Dissolved oxygen saturation","82.5"
"2011-08-25",3.003,"Dissolved oxygen (DO)","7.39"
"2011-08-25",3.003,"Specific conductance","26"
"2011-08-25",3.003,"pH","6.49"
"2011-08-25",3.003,"Temperature, water","20.75"
"2011-08-25",3.75,"Dissolved oxygen saturation","76.2"
"2011-08-25",3.75,"Dissolved oxygen (DO)","6.84"
"2011-08-25",3.75,"Specific conductance","27"
"2011-08-25",3.75,"pH","6.44"
"2011-08-25",3.75,"Temperature, water","20.59"
"2012-06-08",0.22,"Dissolved oxygen saturation","103.9"
"2012-06-08",0.22,"Dissolved oxygen (DO)","9.82"
"2012-06-08",0.22,"Specific conductance","25.3"
"2012-06-08",0.22,"pH","6.76"
"2012-06-08",0.22,"Temperature, water","22.87"
"2012-06-08",1.03,"Dissolved oxygen saturation","104.2"
"2012-06-08",1.03,"Dissolved oxygen (DO)","9.85"
"2012-06-08",1.03,"Specific conductance","25.3"
"2012-06-08",1.03,"pH","6.75"
"2012-06-08",1.03,"Temperature, water","22.88"
"2012-06-08",1.03,"Dissolved oxygen saturation","104.2"
"2012-06-08",1.03,"Dissolved oxygen (DO)","9.86"
"2012-06-08",1.03,"Specific conductance","25.3"
"2012-06-08",1.03,"pH","6.73"
"2012-06-08",1.03,"Temperature, water","22.88"
"2012-06-08",1.99,"Dissolved oxygen saturation","105.4"
"2012-06-08",1.99,"Dissolved oxygen (DO)","10.82"
"2012-06-08",1.99,"Specific conductance","24.9"
